,order_number,order_date,customer_names,channel,product_name,order_quantity,unit_price,revenue,total unit cost,state,county,state_name,region,lat,long,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
54217,SO - 000316,09-07-2017,Viva Ltd,Wholesale,Product 10,5,3939.6,19698,1969.8,CA,Los Angeles County,California,West,33.99307,-117.96868,864331.624,9849,9849,50,July,7,2017-07
54218,SO - 0004064,09-07-2017,Realbuzz Ltd,Distributor,Product 26,8,6559.3,52474.4,4132.359,TX,Rockwall County/Dallas County,Texas,South,32.91592,-96.54867,5685138.27,33058.872,19415.528,37,July,7,2017-07
54219,SO - 0004672,09-07-2017,Divanoodle Ltd,Distributor,Product 13,6,1721.9,10331.4,929.826,UT,Cache County,Utah,West,41.73549,-111.83439,3720639.645,5578.956,4752.444,46,July,7,2017-07
54220,SO - 0005172,09-07-2017,Roomm Company,Wholesale,Product 16,9,1340,12060,978.2,CA,Contra Costa County,California,West,37.93576,-122.34775,2062061.144,8803.8,3256.2,27,July,7,2017-07
54221,SO - 0006304,09-07-2017,Ozu Ltd,Wholesale,Product 20,8,2492.4,19939.2,2043.768,MD,Montgomery County,Maryland,South,38.98067,-77.10026,2067108.12,16350.144,3589.056,18,July,7,2017-07
54222,SO - 0008528,09-07-2017,Mycone Ltd,Wholesale,Product 13,5,1232.8,6164,715.024,CA,Sutter County,California,West,39.14045,-121.61691,3720639.645,3575.12,2588.88,42,July,7,2017-07
54223,SO - 000435,09-07-2017,Livepath Corp,Export,Product 13,12,3061.9,36742.8,2051.473,CA,Los Angeles County,California,West,33.85363,-118.13396,3720639.645,24617.676,12125.124,33,July,7,2017-07
54224,SO - 000457,09-07-2017,Oba Company,Wholesale,Product 12,9,1822.4,16401.6,1184.56,MD,Montgomery County,Maryland,South,39.07955,-77.07303,1356976.996,10661.04,5740.56,35,July,7,2017-07
54225,SO - 0002286,09-07-2017,SEINDNI Corp,Wholesale,Product 12,5,221.1,1105.5,95.073,NY,Suffolk County,New York,Northeast,40.71258,-73.19552,1356976.996,475.365,630.135,57,July,7,2017-07
54226,SO - 0002287,09-07-2017,WOCKHARDT Group,Distributor,Product 26,10,187.6,1876,93.8,NY,Nassau County,New York,Northeast,40.70621,-73.61874,5685138.27,938,938,50,July,7,2017-07
54227,SO - 0004791,09-07-2017,General Company,Wholesale,Product 17,6,3912.8,23476.8,3208.496,MA,Bristol County,Massachusetts,Northeast,41.70149,-71.15505,2119616.824,19250.976,4225.824,18,July,7,2017-07
54228,SO - 0007662,09-07-2017,Omba Group,Distributor,Product 5,8,3859.2,30873.6,2083.968,IN,Howard County,Indiana,Midwest,40.48643,-86.1336,3925424.542,16671.744,14201.856,46,July,7,2017-07
54229,SO - 0009939,09-07-2017,Eire Corp,Export,Product 13,11,2385.2,26237.2,1765.048,MA,Middlesex County,Massachusetts,Northeast,42.63342,-71.31617,3720639.645,19415.528,6821.672,26,July,7,2017-07
54230,SO - 0008832,09-07-2017,Zooxo Ltd,Distributor,Product 30,11,207.7,2284.7,114.235,TX,Collin County,Texas,South,33.10317,-96.67055,1011609.684,1256.585,1028.115,45,July,7,2017-07
54231,SO - 0009409,09-07-2017,Eire Corp,Wholesale,Product 15,9,3805.6,34250.4,1598.352,UT,Salt Lake County,Utah,West,40.59161,-111.8841,3299478.315,14385.168,19865.232,58,July,7,2017-07
54232,SO - 0010651,09-07-2017,Skinder Group,Wholesale,Product 20,9,1139,10251,592.28,IA,Johnson County,Iowa,Midwest,41.66113,-91.53017,2067108.12,5330.52,4920.48,48,July,7,2017-07
54233,SO - 000985,09-07-2017,Aimbo Corp,Distributor,Product 17,6,207.7,1246.2,153.698,WI,Kenosha County,Wisconsin,Midwest,42.58474,-87.82119,2119616.824,922.188,324.012,26,July,7,2017-07
54234,SO - 0002768,09-07-2017,Nexus Group,Wholesale,Product 5,11,5494,60434,3296.4,MA,Suffolk County,Massachusetts,Northeast,42.35843,-71.05977,3925424.542,36260.4,24173.6,40,July,7,2017-07
54235,SO - 0002791,09-07-2017,Zoovu Corp,Distributor,Product 3,10,1092.1,10921,851.838,CA,Placer County,California,West,38.79073,-121.23578,2642352.432,8518.38,2402.62,22,July,7,2017-07
54236,SO - 0003167,09-07-2017,Meejo Corp,Export,Product 15,11,2619.7,28816.7,1231.259,CA,Napa County,California,West,38.29714,-122.28553,3299478.315,13543.849,15272.851,53,July,7,2017-07
54237,SO - 0006264,09-07-2017,Eire Corp,Export,Product 3,9,2425.4,21828.6,1115.684,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,2642352.432,10041.156,11787.444,54,July,7,2017-07
54238,SO - 0006995,09-07-2017,State Ltd,Wholesale,Product 15,9,1105.5,9949.5,895.455,CA,Riverside County,California,West,33.49364,-117.14836,3299478.315,8059.095,1890.405,19,July,7,2017-07
54239,SO - 0007081,09-07-2017,Zoonder Group,Wholesale,Product 25,7,911.2,6378.4,646.952,OK,Oklahoma County,Oklahoma,South,35.44951,-97.3967,5342315.484,4528.664,1849.736,29,July,7,2017-07
54240,SO - 0010531,09-07-2017,Quimm Company,Wholesale,Product 5,9,1949.7,17547.3,1072.335,MO,St. Louis County,Missouri,Midwest,38.78922,-90.32261,3925424.542,9651.015,7896.285,45,July,7,2017-07
54241,SO - 0008746,09-07-2017,Cantrell Company,Distributor,Product 16,10,2244.5,22445,920.245,CA,Riverside County,California,West,33.72224,-116.37446,2062061.144,9202.45,13242.55,59,July,7,2017-07
54242,SO - 0009679,09-07-2017,Tambee Company,Export,Product 19,7,3939.6,27577.2,2087.988,NY,Broome County,New York,Northeast,42.12662,-76.03324,1645841.6,14615.916,12961.284,47,July,7,2017-07
54243,SO - 000495,10-07-2017,Tagfeed Ltd,Wholesale,Product 4,11,6405.2,70457.2,3138.548,TN,Shelby County,Tennessee,South,35.14953,-90.04898,2885560.824,34524.028,35933.172,51,July,7,2017-07
54244,SO - 0002444,10-07-2017,Dynazzy Company,Wholesale,Product 23,5,917.9,4589.5,440.592,IL,DuPage County,Illinois,Midwest,41.94563,-88.08462,1135815.758,2202.96,2386.54,52,July,7,2017-07
54245,SO - 0004076,10-07-2017,Skajo Ltd,Distributor,Product 13,8,1842.5,14740,1529.275,FL,Hillsborough County,Florida,South,27.86614,-82.32648,3720639.645,12234.2,2505.8,17,July,7,2017-07
54246,SO - 0005263,10-07-2017,Bath Group,Wholesale,Product 2,6,1943,11658,1515.54,AZ,Yuma County,Arizona,West,32.72532,-114.6244,3050087.565,9093.24,2564.76,22,July,7,2017-07
54247,SO - 0007576,10-07-2017,NARS Group,Distributor,Product 27,11,891.1,9802.1,356.44,OR,Multnomah County,Oregon,West,45.49818,-122.43148,964940.231,3920.84,5881.26,60,July,7,2017-07
54248,SO - 0010272,10-07-2017,Jabbercube Corp,Distributor,Product 17,7,6143.9,43007.3,4054.974,LA,Jefferson Parish,Louisiana,South,29.98409,-90.15285,2119616.824,28384.818,14622.482,34,July,7,2017-07
54249,SO - 0009576,10-07-2017,GOOD Ltd,Distributor,Product 3,6,1078.7,6472.2,862.96,CA,Orange County,California,West,33.78779,-117.85311,2642352.432,5177.76,1294.44,20,July,7,2017-07
54250,SO - 0009292,10-07-2017,Yodoo Ltd,Wholesale,Product 18,7,904.5,6331.5,524.61,CA,Los Angeles County,California,West,34.01945,-118.49119,2309499.045,3672.27,2659.23,42,July,7,2017-07
54251,SO - 0009798,10-07-2017,Mycone Ltd,Wholesale,Product 8,6,723.6,4341.6,586.116,TX,Collin County/Denton County,Texas,South,33.15543,-96.8226,1085037.329,3516.696,824.904,19,July,7,2017-07
54252,SO - 0003887,10-07-2017,Liberty Group,Wholesale,Product 20,12,1822.4,21868.8,1457.92,WA,Spokane County,Washington,West,47.67323,-117.23937,2067108.12,17495.04,4373.76,20,July,7,2017-07
54253,SO - 0005351,10-07-2017,Eayo Company,Wholesale,Product 3,11,227.8,2505.8,95.676,CA,Riverside County,California,West,33.74752,-116.97197,2642352.432,1052.436,1453.364,58,July,7,2017-07
54254,SO - 0007328,10-07-2017,Jabbercube Corp,Wholesale,Product 17,6,3912.8,23476.8,2425.936,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,2119616.824,14555.616,8921.184,38,July,7,2017-07
54255,SO - 0008665,10-07-2017,Divanoodle Ltd,Wholesale,Product 20,5,1132.3,5661.5,702.026,KS,Shawnee County,Kansas,Midwest,39.04833,-95.67804,2067108.12,3510.13,2151.37,38,July,7,2017-07
54256,SO - 0001433,10-07-2017,Avavee Group,Wholesale,Product 28,11,2458.9,27047.9,1819.586,TX,Orange County/Jefferson County,Texas,South,29.8334,-93.96632,1003867.767,20015.446,7032.454,26,July,7,2017-07
54257,SO - 0001846,10-07-2017,Aldi Ltd,Wholesale,Product 23,12,1969.8,23637.6,1378.86,WA,Benton County,Washington,West,46.28569,-119.28446,1135815.758,16546.32,7091.28,30,July,7,2017-07
54258,SO - 0002946,10-07-2017,Safecor Corp,Wholesale,Product 20,10,2211,22110,1348.71,FL,Palm Beach County,Florida,South,26.93422,-80.09421,2067108.12,13487.1,8622.9,39,July,7,2017-07
54259,SO - 0003243,10-07-2017,EMD Group,Wholesale,Product 25,6,1105.5,6633,740.685,CA,San Diego County,California,West,33.20004,-117.24254,5342315.484,4444.11,2188.89,33,July,7,2017-07
54260,SO - 0004038,10-07-2017,Cantrell Company,Distributor,Product 20,5,3946.3,19731.5,1736.372,IN,Elkhart County,Indiana,Midwest,41.65183,-85.94312,2067108.12,8681.86,11049.64,56,July,7,2017-07
54261,SO - 0005121,10-07-2017,Twitterbri Ltd,Wholesale,Product 30,6,5681.6,34089.6,4090.752,MO,St. Louis County,Missouri,Midwest,38.78922,-90.32261,1011609.684,24544.512,9545.088,28,July,7,2017-07
54262,SO - 0005903,10-07-2017,Centizu Company,Wholesale,Product 25,7,2472.3,17306.1,1236.15,IN,Elkhart County,Indiana,Midwest,41.68199,-85.97667,5342315.484,8653.05,8653.05,50,July,7,2017-07
54263,SO - 0006795,10-07-2017,Rhynoodle Ltd,Export,Product 19,8,1098.8,8790.4,933.98,IL,Cook County,Illinois,Midwest,42.11125,-88.0644,1645841.6,7471.84,1318.56,15,July,7,2017-07
54264,SO - 0007337,10-07-2017,Organon Corp,Export,Product 20,5,1882.7,9413.5,1016.658,NY,Rockland County,New York,Northeast,41.13418,-73.96573,2067108.12,5083.29,4330.21,46,July,7,2017-07
54265,SO - 0008120,10-07-2017,Quimm Company,Wholesale,Product 7,6,991.6,5949.6,793.28,CA,Orange County,California,West,33.75918,-118.00673,889737.555,4759.68,1189.92,20,July,7,2017-07
54266,SO - 0009950,10-07-2017,Revitol Company,Wholesale,Product 12,11,261.3,2874.3,125.424,TX,Cameron County,Texas,South,26.19063,-97.6961,1356976.996,1379.664,1494.636,52,July,7,2017-07
54267,SO - 0010366,10-07-2017,Accord Group,Wholesale,Product 1,6,3537.6,21225.6,1627.296,AZ,Pinal County,Arizona,West,32.8795,-111.75735,3016489.209,9763.776,11461.824,54,July,7,2017-07
54268,SO - 0009385,10-07-2017,Omba Group,Wholesale,Product 18,6,984.9,5909.4,512.148,TX,Hidalgo County,Texas,South,26.30174,-98.16334,2309499.045,3072.888,2836.512,48,July,7,2017-07
54269,SO - 000282,10-07-2017,Neutrogena Ltd,Export,Product 23,7,1011.7,7081.9,687.956,IN,Marion County.,Indiana,Midwest,39.778,-86.14584,1135815.758,4815.692,2266.208,32,July,7,2017-07
54270,SO - 000757,10-07-2017,Flipstorm Group,Distributor,Product 17,5,871,4355,661.96,CT,Fairfield County,Connecticut,Northeast,41.1176,-73.4079,2119616.824,3309.8,1045.2,24,July,7,2017-07
54271,SO - 0002290,10-07-2017,Chatterpoi Corp,Distributor,Product 26,6,6298,37788,3337.94,LA,Jefferson Parish,Louisiana,South,29.98409,-90.15285,5685138.27,20027.64,17760.36,47,July,7,2017-07
54272,SO - 0006331,10-07-2017,Thoughtmix Ltd,Wholesale,Product 25,5,1078.7,5393.5,571.711,MO,Newton County/Jasper County,Missouri,Midwest,37.07636,-94.50121,5342315.484,2858.555,2534.945,47,July,7,2017-07
54273,SO - 0001002,10-07-2017,Zoonder Group,Distributor,Product 19,11,5259.5,57854.5,4102.41,KS,Johnson County,Kansas,Midwest,38.98223,-94.67079,1645841.6,45126.51,12727.99,22,July,7,2017-07
54274,SO - 0002296,10-07-2017,Blogtags Ltd,Distributor,Product 4,5,2934.6,14673,2406.372,IN,Marion County,Indiana,Midwest,39.67733,-86.01079,2885560.824,12031.86,2641.14,18,July,7,2017-07
54275,SO - 0004998,10-07-2017,Dazzlesphe Corp,Distributor,Product 6,12,911.2,10934.4,537.608,CA,San Francisco County,California,West,37.775,-122.41944,1672229.416,6451.296,4483.104,41,July,7,2017-07
54276,SO - 0006655,10-07-2017,Divanoodle Ltd,Wholesale,Product 3,8,1145.7,9165.6,618.678,CA,Los Angeles County,California,West,33.88168,-118.11701,2642352.432,4949.424,4216.176,46,July,7,2017-07
54277,SO - 0008678,10-07-2017,Kare Corp,Wholesale,Product 12,11,5788.8,63676.8,4457.376,MA,Essex County,Massachusetts,Northeast,42.7762,-71.07728,1356976.996,49031.136,14645.664,23,July,7,2017-07
54278,SO - 0009560,10-07-2017,The Ltd,Wholesale,Product 25,11,1011.7,11128.7,819.477,TX,Kaufman County/Dallas County,Texas,South,32.76288,-96.58877,5342315.484,9014.247,2114.453,19,July,7,2017-07
54279,SO - 0010335,10-07-2017,Realbuzz Ltd,Distributor,Product 18,5,3959.7,19798.5,2296.626,NJ,Union County,New Jersey,Northeast,40.69527,-74.26908,2309499.045,11483.13,8315.37,42,July,7,2017-07
54280,SO - 0001707,10-07-2017,Topco Company,Distributor,Product 20,8,174.2,1393.6,106.262,GA,DeKalb County,Georgia,South,33.85844,-84.3402,2067108.12,850.096,543.504,39,July,7,2017-07
54281,SO - 0002315,10-07-2017,Brightdog Corp,Wholesale,Product 1,5,964.8,4824,569.232,CA,San Joaquin County,California,West,37.79743,-121.21605,3016489.209,2846.16,1977.84,41,July,7,2017-07
54282,SO - 0003703,10-07-2017,Blogtags Ltd,Wholesale,Product 14,8,247.9,1983.2,168.572,TX,Fort Bend County/Harris County,Texas,South,29.56294,-95.536,4028698.409,1348.576,634.624,32,July,7,2017-07
54283,SO - 0003807,10-07-2017,SHISEIDO Ltd,Wholesale,Product 25,10,1105.5,11055,795.96,NY,Suffolk County,New York,Northeast,40.84989,-72.46349,5342315.484,7959.6,3095.4,28,July,7,2017-07
54284,SO - 0004443,10-07-2017,Mita Corp,Export,Product 21,6,1983.2,11899.2,1269.248,CT,New Haven County,Connecticut,Northeast,41.39733,-72.92223,959899.218,7615.488,4283.712,36,July,7,2017-07
54285,SO - 0005580,10-07-2017,Gabvine Ltd,Distributor,Product 29,6,187.6,1125.6,76.916,IN,Vigo County,Indiana,Midwest,39.4667,-87.41391,594471.57,461.496,664.104,59,July,7,2017-07
54286,SO - 0005916,10-07-2017,Tagfeed Ltd,Distributor,Product 30,11,5808.9,63897.9,2555.916,NY,Suffolk County,New York,Northeast,40.84989,-72.46349,1011609.684,28115.076,35782.824,56,July,7,2017-07
54287,SO - 0007418,10-07-2017,Quaxo Ltd,Wholesale,Product 30,6,1011.7,6070.2,829.594,FL,Pinellas County,Florida,South,27.77086,-82.67927,1011609.684,4977.564,1092.636,18,July,7,2017-07
54288,SO - 0007757,10-07-2017,WOCKHARDT Group,Wholesale,Product 26,12,5406.9,64882.8,4325.52,FL,Miami-Dade County,Florida,South,25.77288,-80.34783,5685138.27,51906.24,12976.56,20,July,7,2017-07
54289,SO - 0007862,10-07-2017,Sanum-Kehl Group,Distributor,Product 7,8,804,6432,329.64,FL,Escambia County,Florida,South,30.42131,-87.21691,889737.555,2637.12,3794.88,59,July,7,2017-07
54290,SO - 0010330,10-07-2017,ALK-Abello Ltd,Export,Product 19,7,174.2,1219.4,128.908,NJ,Cumberland County,New Jersey,Northeast,39.48623,-75.02573,1645841.6,902.356,317.044,26,July,7,2017-07
54291,SO - 000295,11-07-2017,Ascend Ltd,Wholesale,Product 18,10,1829.1,18291,768.222,MD,Montgomery County,Maryland,South,38.98067,-77.10026,2309499.045,7682.22,10608.78,58,July,7,2017-07
54292,SO - 0001596,11-07-2017,Aimbo Corp,Export,Product 9,7,254.6,1782.2,127.3,MS,DeSoto County,Mississippi,South,34.98898,-90.01259,710415.405,891.1,891.1,50,July,7,2017-07
54293,SO - 0004013,11-07-2017,Golden Corp,Distributor,Product 22,7,1782.2,12475.4,1301.006,IL,Cook County,Illinois,Midwest,42.02803,-88.20364,663601.902,9107.042,3368.358,27,July,7,2017-07
54294,SO - 0004660,11-07-2017,Mycone Ltd,Distributor,Product 28,9,3999.9,35999.1,2319.942,CT,Hartford County,Connecticut,Northeast,41.76593,-72.68158,1003867.767,20879.478,15119.622,42,July,7,2017-07
54295,SO - 0006599,11-07-2017,Remedy Ltd,Distributor,Product 2,11,1916.2,21078.2,1207.206,NY,Rockland County,New York,Northeast,41.13418,-73.96573,3050087.565,13279.266,7798.934,37,July,7,2017-07
54296,SO - 0008539,11-07-2017,Twimbo Company,Wholesale,Product 13,12,1949.7,23396.4,1267.305,WY,Laramie County,Wyoming,West,41.13998,-104.82025,3720639.645,15207.66,8188.74,35,July,7,2017-07
54297,SO - 000535,11-07-2017,Brainspher Ltd,Export,Product 14,6,1929.6,11577.6,849.024,AZ,Maricopa County,Arizona,West,33.30616,-111.84125,4028698.409,5094.144,6483.456,56,July,7,2017-07
54298,SO - 000696,11-07-2017,Remedy Ltd,Distributor,Product 26,11,3906.1,42967.1,1835.867,NY,Westchester County,New York,Northeast,40.91149,-73.78235,5685138.27,20194.537,22772.563,53,July,7,2017-07
54299,SO - 0002618,11-07-2017,Kare Corp,Distributor,Product 20,6,174.2,1045.2,125.424,MD,Baltimore city,Maryland,South,39.29038,-76.61219,2067108.12,752.544,292.656,28,July,7,2017-07
54300,SO - 0007067,11-07-2017,Topco Company,Wholesale,Product 19,11,2592.9,28521.9,1192.734,OH,Hamilton County,Ohio,Midwest,39.25479,-84.62414,1645841.6,13120.074,15401.826,54,July,7,2017-07
54301,SO - 0009151,11-07-2017,Cogilith Group,Export,Product 20,5,1775.5,8877.5,1296.115,CA,San Diego County,California,West,32.67806,-117.09917,2067108.12,6480.575,2396.925,27,July,7,2017-07
54302,SO - 0009357,11-07-2017,Twitterbri Ltd,Wholesale,Product 2,10,2391.9,23919,1793.925,CT,Hartford County,Connecticut,Northeast,41.76204,-72.74204,3050087.565,17939.25,5979.75,25,July,7,2017-07
54303,SO - 000211,11-07-2017,Aibox Company,Wholesale,Product 8,9,2659.9,23939.1,1675.737,NJ,Mercer County,New Jersey,Northeast,40.20627,-74.67527,1085037.329,15081.633,8857.467,37,July,7,2017-07
54304,SO - 000633,11-07-2017,Janyx Group,Wholesale,Product 16,5,234.5,1172.5,180.565,MN,Washington County,Minnesota,Midwest,44.92386,-92.95938,2062061.144,902.825,269.675,23,July,7,2017-07
54305,SO - 0002459,11-07-2017,Yombu Corp,Distributor,Product 22,12,3979.8,47757.6,2706.264,CA,Monterey County,California,West,36.67774,-121.6555,663601.902,32475.168,15282.432,32,July,7,2017-07
54306,SO - 0002740,11-07-2017,Vitz Company,Distributor,Product 16,11,3999.9,43998.9,1879.953,MN,Washington County,Minnesota,Midwest,44.92386,-92.95938,2062061.144,20679.483,23319.417,53,July,7,2017-07
54307,SO - 0003369,11-07-2017,Brainspher Ltd,Distributor,Product 29,12,696.8,8361.6,341.432,IL,Cook County,Illinois,Midwest,41.51529,-87.73338,594471.57,4097.184,4264.416,51,July,7,2017-07
54308,SO - 0004190,11-07-2017,Mydo Corp,Wholesale,Product 13,10,3946.3,39463,2249.391,CA,Sacramento County,California,West,38.49602,-121.40884,3720639.645,22493.91,16969.09,43,July,7,2017-07
54309,SO - 0009930,11-07-2017,Brightdog Corp,Wholesale,Product 3,10,5735.2,57352,4416.104,TN,Montgomery County,Tennessee,South,36.52977,-87.35945,2642352.432,44161.04,13190.96,23,July,7,2017-07
54310,SO - 0001619,11-07-2017,Epic Group,Export,Product 22,5,991.6,4958,624.708,NY,Suffolk County,New York,Northeast,40.88409,-73.37676,663601.902,3123.54,1834.46,37,July,7,2017-07
54311,SO - 0006047,11-07-2017,Voonyx Group,Wholesale,Product 5,11,1098.8,12086.8,922.992,TX,Collin County/Denton County,Texas,South,33.05077,-96.74794,3925424.542,10152.912,1933.888,16,July,7,2017-07
54312,SO - 0009513,11-07-2017,Centizu Company,Wholesale,Product 5,8,1038.5,8308,726.95,KS,Johnson County,Kansas,Midwest,39.04167,-94.72024,3925424.542,5815.6,2492.4,30,July,7,2017-07
54313,SO - 0005504,11-07-2017,MEIJER Corp,Wholesale,Product 14,9,3966.4,35697.6,1586.56,FL,Palm Beach County,Florida,South,26.82339,-80.13865,4028698.409,14279.04,21418.56,60,July,7,2017-07
54314,SO - 0006891,11-07-2017,State Ltd,Wholesale,Product 28,10,3999.9,39999,2999.925,CA,Contra Costa County,California,West,37.90631,-122.06496,1003867.767,29999.25,9999.75,25,July,7,2017-07
54315,SO - 0007545,11-07-2017,NARS Group,Wholesale,Product 6,6,5333.2,31999.2,2986.592,CA,Riverside County,California,West,33.66808,-117.32726,1672229.416,17919.552,14079.648,44,July,7,2017-07
54316,SO - 0009218,11-07-2017,Trunyx Ltd,Wholesale,Product 14,5,1742,8710,1463.28,IL,Cook County,Illinois,Midwest,42.08836,-87.98063,4028698.409,7316.4,1393.6,16,July,7,2017-07
54317,SO - 0001780,11-07-2017,Wise Company,Wholesale,Product 25,5,174.2,871,85.358,MI,Calhoun County,Michigan,Midwest,42.32115,-85.17971,5342315.484,426.79,444.21,51,July,7,2017-07
54318,SO - 0004005,11-07-2017,Neutrogena Ltd,Wholesale,Product 26,12,1916.2,22994.4,1034.748,CA,Los Angeles County,California,West,33.76696,-118.18923,5685138.27,12416.976,10577.424,46,July,7,2017-07
54319,SO - 0007275,11-07-2017,Fred's Company,Wholesale,Product 14,9,2318.2,20863.8,1089.554,MI,Oakland County,Michigan,Midwest,42.48531,-83.37716,4028698.409,9805.986,11057.814,53,July,7,2017-07
54320,SO - 0008531,11-07-2017,Pfizer Corp,Export,Product 4,9,1989.9,17909.1,994.95,MN,Olmsted County,Minnesota,Midwest,44.02163,-92.4699,2885560.824,8954.55,8954.55,50,July,7,2017-07
54321,SO - 0003076,12-07-2017,Trunyx Ltd,Distributor,Product 24,10,3946.3,39463,3354.355,CA,Santa Clara County,California,West,37.00578,-121.56828,756557.97,33543.55,5919.45,15,July,7,2017-07
54322,SO - 0004782,12-07-2017,H Ltd,Wholesale,Product 23,9,2345,21105,1195.95,CA,San Diego County,California,West,32.67806,-117.09917,1135815.758,10763.55,10341.45,49,July,7,2017-07
54323,SO - 0007392,12-07-2017,Roberts Company,Distributor,Product 21,8,964.8,7718.4,742.896,CA,Los Angeles County,California,West,34.57943,-118.11646,959899.218,5943.168,1775.232,23,July,7,2017-07
54324,SO - 0008489,12-07-2017,Golden Corp,Wholesale,Product 5,10,3953,39530,2213.68,IL,Macon County,Illinois,Midwest,39.8463,-88.95822,3925424.542,22136.8,17393.2,44,July,7,2017-07
54325,SO - 000396,12-07-2017,Mydo Corp,Distributor,Product 15,11,1728.6,19014.6,1140.876,NJ,Passaic County,New Jersey,Northeast,40.85843,-74.16376,3299478.315,12549.636,6464.964,34,July,7,2017-07
54326,SO - 000782,12-07-2017,Blogspan Ltd,Wholesale,Product 8,10,3644.8,36448,1968.192,SC,Lexington County/Richland County,South Carolina,South,34.0291,-80.89804,1085037.329,19681.92,16766.08,46,July,7,2017-07
54327,SO - 0002724,12-07-2017,Epic Group,Wholesale,Product 2,5,234.5,1172.5,117.25,TN,Hawkins County/Sullivan County,Tennessee,South,36.51989,-82.54464,3050087.565,586.25,586.25,50,July,7,2017-07
54328,SO - 0005176,12-07-2017,Remedy Ltd,Wholesale,Product 11,5,3819,19095,2940.63,CA,Orange County,California,West,33.86751,-117.99812,1230458.484,14703.15,4391.85,23,July,7,2017-07
54329,SO - 0005441,12-07-2017,Skyvu Group,Distributor,Product 10,9,958.1,8622.9,469.469,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,864331.624,4225.221,4397.679,51,July,7,2017-07
54330,SO - 0006187,12-07-2017,Eire Corp,Wholesale,Product 25,11,3939.6,43335.6,2206.176,FL,Lee County,Florida,South,26.64063,-81.87231,5342315.484,24267.936,19067.664,44,July,7,2017-07
54331,SO - 0008511,12-07-2017,Cogidoo Company,Export,Product 25,11,247.9,2726.9,131.387,FL,Broward County,Florida,South,26.21286,-80.24977,5342315.484,1445.257,1281.643,47,July,7,2017-07
54332,SO - 0001332,12-07-2017,Blogtags Ltd,Distributor,Product 5,11,1949.7,21446.7,1559.76,CT,Fairfield County,Connecticut,Northeast,41.17594,-73.27205,3925424.542,17157.36,4289.34,20,July,7,2017-07
54333,SO - 0004396,12-07-2017,Epic Group,Wholesale,Product 25,6,1112.2,6673.2,656.198,FL,Orange County,Florida,South,28.55778,-81.4534,5342315.484,3937.188,2736.012,41,July,7,2017-07
54334,SO - 0005638,12-07-2017,Revitol Company,Distributor,Product 14,5,2613,13065,1045.2,TX,Galveston County,Texas,South,29.30139,-94.79778,4028698.409,5226,7839,60,July,7,2017-07
54335,SO - 0006756,12-07-2017,Twimbo Company,Wholesale,Product 14,11,3912.8,43040.8,2934.6,FL,Palm Beach County,Florida,South,26.46146,-80.07282,4028698.409,32280.6,10760.2,25,July,7,2017-07
54336,SO - 0006895,12-07-2017,Podcat Corp,Wholesale,Product 19,6,234.5,1407,140.7,KS,Sedgwick County,Kansas,Midwest,37.69224,-97.33754,1645841.6,844.2,562.8,40,July,7,2017-07
54337,SO - 0007174,12-07-2017,The Ltd,Wholesale,Product 14,12,1896.1,22753.2,1118.699,IA,Johnson County,Iowa,Midwest,41.66113,-91.53017,4028698.409,13424.388,9328.812,41,July,7,2017-07
54338,SO - 0007440,12-07-2017,Family Corp,Wholesale,Product 22,5,227.8,1139,157.182,GA,Peach County/Houston County,Georgia,South,32.5971,-83.65394,663601.902,785.91,353.09,31,July,7,2017-07
54339,SO - 0007924,12-07-2017,SUPERVALU Ltd,Export,Product 15,10,268,2680,217.08,CA,Tulare County,California,West,36.33023,-119.29206,3299478.315,2170.8,509.2,19,July,7,2017-07
54340,SO - 0010041,12-07-2017,Skidoo Company,Distributor,Product 5,11,850.9,9359.9,714.756,TX,Tom Green County,Texas,South,31.46377,-100.43704,3925424.542,7862.316,1497.584,16,July,7,2017-07
54341,SO - 0009161,12-07-2017,Unit Ltd,Wholesale,Product 20,7,1078.7,7550.9,539.35,AZ,Maricopa County,Arizona,West,33.30616,-111.84125,2067108.12,3775.45,3775.45,50,July,7,2017-07
54342,SO - 0009155,12-07-2017,Accudial Company,Distributor,Product 25,11,904.5,9949.5,515.565,CO,Douglas County,Colorado,West,39.55388,-104.96943,5342315.484,5671.215,4278.285,43,July,7,2017-07
54343,SO - 0009269,12-07-2017,Ozu Ltd,Distributor,Product 23,5,5681.6,28408,4829.36,IL,Cook County,Illinois,Midwest,42.11125,-88.0644,1135815.758,24146.8,4261.2,15,July,7,2017-07
54344,SO - 000903,12-07-2017,Blogspan Ltd,Wholesale,Product 3,12,810.7,9728.4,551.276,UT,Salt Lake County,Utah,West,40.60967,-111.9391,2642352.432,6615.312,3113.088,32,July,7,2017-07
54345,SO - 0001066,12-07-2017,Natures Group,Wholesale,Product 22,6,884.4,5306.4,619.08,AZ,Maricopa County,Arizona,West,33.30616,-111.84125,663601.902,3714.48,1591.92,30,July,7,2017-07
